unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri"8E5CD0F3-BC85-48A9-B0EF-031773B44F8D","1220000","2011-09-30","SW10 0AG","F","N","L","FLAT 6","STANLEY MANSIONS","PARK WALK","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/8E5CD0F3-BC85-48A9-B0EF-031773B44F8D/current"
"5D28E312-12E1-47AC-BFF7-91FFE15A43FC","3400000","2011-04-01","SW10 0AJ","T","N","F","","33","PARK WALK","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/5D28E312-12E1-47AC-BFF7-91FFE15A43FC/current"
"5EFB398F-0E6A-4597-BF66-46D79E26224F","785000","2011-06-28","SW10 0AN","F","N","L","FLAT 3","ELM PARK MANSIONS","PARK WALK","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/5EFB398F-0E6A-4597-BF66-46D79E26224F/current"
"E0AF7978-303F-42F2-9F6D-949265BB458E","620000","2011-02-07","SW10 0AP","F","N","L","FLAT 78","ELM PARK MANSIONS","PARK WALK","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/E0AF7978-303F-42F2-9F6D-949265BB458E/current"
"39F4BBEB-DDB5-4FF2-ADF5-E0DB2D1E52DD","520000","2011-09-23","SW10 0AR","F","N","L","FLAT 132","ELM PARK MANSIONS","PARK WALK","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/39F4BBEB-DDB5-4FF2-ADF5-E0DB2D1E52DD/current"
"6EC478AD-FD02-469F-A551-5B710700B68D","740000","2011-05-19","SW10 0AS","F","N","L","FLAT 152","ELM PARK MANSIONS","PARK WALK","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/6EC478AD-FD02-469F-A551-5B710700B68D/current"
"2587C3A3-ACAF-41C9-BB1E-D9B1871CA0EC","560000","2011-11-07","SW10 0AX","F","N","L","FLAT 155","ELM PARK MANSIONS","PARK WALK","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/2587C3A3-ACAF-41C9-BB1E-D9B1871CA0EC/current"
"68A1A262-CB3D-4A07-9829-80263E8636FA","655000","2011-06-30","SW10 0AX","F","N","L","FLAT 157","ELM PARK MANSIONS","PARK WALK","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/68A1A262-CB3D-4A07-9829-80263E8636FA/current"
"D2F8EFCC-C08E-4021-A1B5-13DC16083C71","2000000","2011-04-01","SW10 0AY","F","N","L","STORAGE UNIT 4","70","PARK WALK","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D2F8EFCC-C08E-4021-A1B5-13DC16083C71/current"
"367003AD-B77D-4F7C-92CA-F79BEEE2EBFA","770000","2011-05-20","SW10 0AZ","F","N","L","FLAT 3","85","PARK WALK","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/367003AD-B77D-4F7C-92CA-F79BEEE2EBFA/current"
"69F2501C-5FEC-413D-BC7C-A2745905C91F","590000","2011-10-07","SW10 0BG","F","N","L","","30","THE SANDHILLS","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/69F2501C-5FEC-413D-BC7C-A2745905C91F/current"
"D9C08DF9-62B2-4CCD-9F64-9C9D928424DC","2550000","2011-08-04","SW10 0BL","T","N","F","","69","LIMERSTON STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D9C08DF9-62B2-4CCD-9F64-9C9D928424DC/current"
"13FC6283-7312-45E5-9BF9-1300FD88AB93","472000","2011-08-05","SW10 0BN","F","N","L","","16","ANN LANE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/13FC6283-7312-45E5-9BF9-1300FD88AB93/current"
"FD5A43DD-971B-4731-8C51-94B033414251","370000","2011-11-07","SW10 0BP","F","N","L","FLAT 25","LACLAND HOUSE","CREMORNE ESTATE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/FD5A43DD-971B-4731-8C51-94B033414251/current"
"58FFA904-BDD9-4145-B8A0-C18B6B69BD98","360000","2011-01-11","SW10 0BU","F","N","L","FLAT 4","MILMANS HOUSE","CREMORNE ESTATE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/58FFA904-BDD9-4145-B8A0-C18B6B69BD98/current"
"B27AF78C-54D7-45A9-8414-516706C77833","450000","2011-02-07","SW10 0DA","F","N","L","FLAT 7","QUANT HOUSE, 2","MILMANS STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/B27AF78C-54D7-45A9-8414-516706C77833/current"
"B393E407-430C-46C4-9B95-D2E0B9439583","750000","2011-09-16","SW10 0DA","F","N","L","FLAT 8","QUANT HOUSE, 2","MILMANS STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/B393E407-430C-46C4-9B95-D2E0B9439583/current"
"E21397C6-10F6-48B6-90C6-EF572ABF78D4","538000","2011-05-06","SW10 0DA","F","N","L","FLAT 23","ELIZABETH COURT, 47","MILMANS STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/E21397C6-10F6-48B6-90C6-EF572ABF78D4/current"
"C3F953BA-BA20-437C-92F7-379DD3336FAC","514000","2011-10-31","SW10 0DA","F","N","L","FLAT 25","ELIZABETH COURT, 47","MILMANS STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/C3F953BA-BA20-437C-92F7-379DD3336FAC/current"
"3324F70D-B241-4189-84CD-FC3CCD48D17A","525000","2011-02-10","SW10 0DA","F","N","L","FLAT 33","ELIZABETH COURT, 47","MILMANS STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/3324F70D-B241-4189-84CD-FC3CCD48D17A/current"
"BF1F7E69-3C9F-4380-8F70-4611EF89E967","650000","2011-03-11","SW10 0DA","F","N","L","FLAT 7","ELIZABETH COURT, 47","MILMANS STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/BF1F7E69-3C9F-4380-8F70-4611EF89E967/current"
"1179946E-C2BC-48AC-B285-0DD28FD8036D","482000","2011-11-28","SW10 0DE","F","N","L","FLAT 5","PURCELL HOUSE","CREMORNE ESTATE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/1179946E-C2BC-48AC-B285-0DD28FD8036D/current"
"61D2CC68-2D50-4CEB-A5FE-1218395DC5A0","265000","2011-10-03","SW10 0DN","F","N","L","FLAT 8","BOWLING GREEN HOUSE","CREMORNE ESTATE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/61D2CC68-2D50-4CEB-A5FE-1218395DC5A0/current"
"CB11D038-1B80-4715-AFB9-9F2257BBE6E2","5200000","2011-11-18","SW10 0DQ","T","N","F","","102","CHEYNE WALK","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/CB11D038-1B80-4715-AFB9-9F2257BBE6E2/current"
"FAC4A5DF-23A2-437B-9D2C-EF47202F3F5C","340000","2011-01-07","SW10 0EA","F","N","L","FLAT 28","GREAVES TOWER","WORLDS END ESTATE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/FAC4A5DF-23A2-437B-9D2C-EF47202F3F5C/current"
